,group,sub_group,sub_sub_group,dataset,shape,size
894,AwakeEventData,TSG40.AWAKE-LASER-CORRELATOR,FileRead,pulseWidth,"(1,)",1
895,AwakeEventData,TSG41.AWAKE-CTR-PHOTOMIXER,NameAcquisition,nameValue,"(100,)",100
896,AwakeEventData,TSG41.AWAKE-CTR-PHOTOMIXER,ValueAcquisition,floatValue,"(100,)",100
897,AwakeEventData,TSG41.AWAKE-CTR-WR4-WR8-MIXERS,NameAcquisition,nameValue,"(100,)",100
898,AwakeEventData,TSG41.AWAKE-CTR-WR4-WR8-MIXERS,ValueAcquisition,floatValue,"(100,)",100
899,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,fileCount,"(1,)",1
900,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,fileName,"(1,)",1
901,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,fileReadDelay,"(1,)",1
902,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,fileTime,"(1,)",1
903,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,floatValue,"(1,)",1
904,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,integerValue,"(1,)",1
905,AwakeEventData,TSG41.AWAKE-CTRHET-VDI,FileRead,stringValue,"(1,)",1
906,AwakeEventData,TSG41.AWAKE-CTRHET-WR8,,FileRead,(),1
907,AwakeEventData,TSG41.AWAKE-DENSITY-DATA,NameAcquisition,nameValue,"(100,)",100
908,AwakeEventData,TSG41.AWAKE-DENSITY-DATA,ValueAcquisition,floatValue,"(100,)",100
909,AwakeEventData,TSG41.AWAKE-GUI-SUPPORT,NameAcquisition,nameValue,"(100,)",100
910,AwakeEventData,TSG41.AWAKE-GUI-SUPPORT,ValueAcquisition,floatValue,"(100,)",100
911,AwakeEventData,TSG41.AWAKE-LASER-DATA,NameAcquisition,nameValue,"(100,)",100
912,AwakeEventData,TSG41.AWAKE-LASER-DATA,ValueAcquisition,floatValue,"(100,)",100
913,AwakeEventData,TSG41.AWAKE-TWO-SCREEN-MEAS,NameAcquisition,nameValue,"(100,)",100
914,AwakeEventData,TSG41.AWAKE-TWO-SCREEN-MEAS,ValueAcquisition,floatValue,"(100,)",100
915,AwakeEventData,TSG41.AWAKE-XMPP-FFTFREQ,NameAcquisition,nameValue,"(100,)",100
916,AwakeEventData,TSG41.AWAKE-XMPP-FFTFREQ,ValueAcquisition,floatValue,"(100,)",100
917,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,dataAcquisitionTime,"(1,)",1
918,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,dataAxis,"(3648,)",3648
919,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,dataValue,"(3648,)",3648
920,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,fileCount,"(1,)",1
921,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,fileName,"(1,)",1
922,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,fileReadDelay,"(1,)",1
923,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,fileTime,"(1,)",1
924,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,headerName,"(11,)",11
925,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,headerValue,"(11,)",11
926,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-DOWN,FileRead,nPixels,"(1,)",1
927,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,dataAcquisitionTime,"(1,)",1
928,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,dataAxis,"(3648,)",3648
929,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,dataValue,"(3648,)",3648
930,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,fileCount,"(1,)",1
931,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,fileName,"(1,)",1
932,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,fileReadDelay,"(1,)",1
933,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,fileTime,"(1,)",1
934,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,headerName,"(11,)",11
935,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,headerValue,"(11,)",11
936,AwakeEventData,TT41.AWAKE-PLASMA-SPECTRO-UP,FileRead,nPixels,"(1,)",1
937,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,FileTime,"(1,)",1
938,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,dataAcquisitionTime,"(1,)",1
939,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,dataAxis,"(785,)",785
940,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,dataValue1,"(785,)",785
941,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,dataValue2,"(785,)",785
942,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,dataValue3,"(785,)",785
943,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,dataValue4,"(785,)",785
944,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,fileCount,"(1,)",1
945,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,fileName,"(1,)",1
946,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,fileReadDelay,"(1,)",1
947,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,headerName,"(100,)",100
948,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,headerValue,"(100,)",100
949,AwakeEventData,TT41.AWAKE-eBLM-pico1,FileRead,nPixels,"(1,)",1
950,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,FileTime,"(1,)",1
951,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,dataAcquisitionTime,"(1,)",1
952,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,dataAxis,"(785,)",785
953,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,dataValue1,"(785,)",785
954,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,dataValue2,"(785,)",785
955,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,dataValue3,"(785,)",785
956,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,dataValue4,"(785,)",785
957,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,fileCount,"(1,)",1
958,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,fileName,"(1,)",1
959,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,fileReadDelay,"(1,)",1
960,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,headerName,"(100,)",100
961,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,headerValue,"(100,)",100
962,AwakeEventData,TT41.AWAKE-eBLM-pico2,FileRead,nPixels,"(1,)",1
963,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,FileTime,"(1,)",1
964,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,dataAcquisitionTime,"(1,)",1
965,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,dataAxis,"(785,)",785
966,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,dataValue1,"(785,)",785
967,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,dataValue2,"(785,)",785
968,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,dataValue3,"(785,)",785
969,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,dataValue4,"(785,)",785
970,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,fileCount,"(1,)",1
971,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,fileName,"(1,)",1
972,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,fileReadDelay,"(1,)",1
973,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,headerName,"(100,)",100
974,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,headerValue,"(100,)",100
975,AwakeEventData,TT41.AWAKE-eBLM-pico3,FileRead,nPixels,"(1,)",1
976,AwakeEventData,TT41.BCTF.412340,Acquisition,acqTime,"(1,)",1
977,AwakeEventData,TT41.BCTF.412340,Acquisition,beamDestinationStr,"(1,)",1
978,AwakeEventData,TT41.BCTF.412340,Acquisition,beamID,"(1,)",1
979,AwakeEventData,TT41.BCTF.412340,Acquisition,calResultCh1,"(2,)",2
980,AwakeEventData,TT41.BCTF.412340,Acquisition,calResultCh2,"(2,)",2
981,AwakeEventData,TT41.BCTF.412340,Acquisition,calStatusCh1,"(1,)",1
982,AwakeEventData,TT41.BCTF.412340,Acquisition,calStatusCh2,"(1,)",1
983,AwakeEventData,TT41.BCTF.412340,Acquisition,calibrationFactorCh1,"(1,)",1
984,AwakeEventData,TT41.BCTF.412340,Acquisition,calibrationFactorCh2,"(1,)",1
985,AwakeEventData,TT41.BCTF.412340,Acquisition,calibratorIMeasuredCh1,"(1,)",1
986,AwakeEventData,TT41.BCTF.412340,Acquisition,calibratorIMeasuredCh2,"(1,)",1
987,AwakeEventData,TT41.BCTF.412340,Acquisition,calibratorVActual,"(1,)",1
988,AwakeEventData,TT41.BCTF.412340,Acquisition,commonStatus,"(1,)",1
989,AwakeEventData,TT41.BCTF.412340,Acquisition,cycleTime,"(1,)",1
990,AwakeEventData,TT41.BCTF.412340,Acquisition,descriptionCh1,"(1,)",1
991,AwakeEventData,TT41.BCTF.412340,Acquisition,descriptionCh2,"(1,)",1
992,AwakeEventData,TT41.BCTF.412340,Acquisition,inputOffsetCh1,"(1,)",1
993,AwakeEventData,TT41.BCTF.412340,Acquisition,inputOffsetCh2,"(1,)",1
994,AwakeEventData,TT41.BCTF.412340,Acquisition,measResultCh1,"(32,)",32
995,AwakeEventData,TT41.BCTF.412340,Acquisition,measResultCh2,"(32,)",32
996,AwakeEventData,TT41.BCTF.412340,Acquisition,measStatusCh1,"(1,)",1
997,AwakeEventData,TT41.BCTF.412340,Acquisition,measStatusCh2,"(1,)",1
998,AwakeEventData,TT41.BCTF.412340,Acquisition,nbOfMeas,"(1,)",1
999,AwakeEventData,TT41.BCTF.412340,Acquisition,totalCurrentPreferred,"(1,)",1
1000,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensityAutoCh1,"(1,)",1
1001,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensityAutoCh2,"(1,)",1
1002,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensityCalcCh1,"(1,)",1
1003,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensityCalcCh2,"(1,)",1
1004,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensityPreferred,"(1,)",1
1005,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensity_unit,"(1,)",1
1006,AwakeEventData,TT41.BCTF.412340,Acquisition,totalIntensity_unitExponent,"(1,)",1
1007,AwakeEventData,TT41.BPM.412343,Acquisition,horAvePos,"(1,)",1
1008,AwakeEventData,TT41.BPM.412343,Acquisition,horPos,"(12,)",12
1009,AwakeEventData,TT41.BPM.412343,Acquisition,posOK,"(1,)",1
1010,AwakeEventData,TT41.BPM.412343,Acquisition,sigma,"(12,)",12
1011,AwakeEventData,TT41.BPM.412343,Acquisition,sigmaAvePos,"(1,)",1
1012,AwakeEventData,TT41.BPM.412343,Acquisition,spsExtraction,(),1
1013,AwakeEventData,TT41.BPM.412343,Acquisition,spsExtractionIndex,"(1,)",1
1014,AwakeEventData,TT41.BPM.412343,Acquisition,verAvePos,"(1,)",1
1015,AwakeEventData,TT41.BPM.412343,Acquisition,verPos,"(12,)",12
1016,AwakeEventData,TT41.BPM.412345,Acquisition,horAvePos,"(1,)",1
1017,AwakeEventData,TT41.BPM.412345,Acquisition,horPos,"(12,)",12
1018,AwakeEventData,TT41.BPM.412345,Acquisition,posOK,"(1,)",1
1019,AwakeEventData,TT41.BPM.412345,Acquisition,sigma,"(12,)",12
1020,AwakeEventData,TT41.BPM.412345,Acquisition,sigmaAvePos,"(1,)",1
1021,AwakeEventData,TT41.BPM.412345,Acquisition,spsExtraction,(),1
1022,AwakeEventData,TT41.BPM.412345,Acquisition,spsExtractionIndex,"(1,)",1
1023,AwakeEventData,TT41.BPM.412345,Acquisition,verAvePos,"(1,)",1
1024,AwakeEventData,TT41.BPM.412345,Acquisition,verPos,"(12,)",12
1025,AwakeEventData,TT41.BPM.412347,Acquisition,horAvePos,"(1,)",1
1026,AwakeEventData,TT41.BPM.412347,Acquisition,horPos,"(12,)",12
1027,AwakeEventData,TT41.BPM.412347,Acquisition,posOK,"(1,)",1
1028,AwakeEventData,TT41.BPM.412347,Acquisition,sigma,"(12,)",12
1029,AwakeEventData,TT41.BPM.412347,Acquisition,sigmaAvePos,"(1,)",1
1030,AwakeEventData,TT41.BPM.412347,Acquisition,spsExtraction,(),1
1031,AwakeEventData,TT41.BPM.412347,Acquisition,spsExtractionIndex,"(1,)",1
1032,AwakeEventData,TT41.BPM.412347,Acquisition,verAvePos,"(1,)",1
1033,AwakeEventData,TT41.BPM.412347,Acquisition,verPos,"(12,)",12
1034,AwakeEventData,TT41.BPM.412349,Acquisition,horAvePos,"(1,)",1
1035,AwakeEventData,TT41.BPM.412349,Acquisition,horPos,"(12,)",12
1036,AwakeEventData,TT41.BPM.412349,Acquisition,posOK,"(1,)",1
1037,AwakeEventData,TT41.BPM.412349,Acquisition,sigma,"(12,)",12
1038,AwakeEventData,TT41.BPM.412349,Acquisition,sigmaAvePos,"(1,)",1
1039,AwakeEventData,TT41.BPM.412349,Acquisition,spsExtraction,(),1
1040,AwakeEventData,TT41.BPM.412349,Acquisition,spsExtractionIndex,"(1,)",1
1041,AwakeEventData,TT41.BPM.412349,Acquisition,verAvePos,"(1,)",1
1042,AwakeEventData,TT41.BPM.412349,Acquisition,verPos,"(12,)",12
1043,AwakeEventData,TT41.BPM.412349_HF,Acquisition,horAvePos,"(1,)",1
1044,AwakeEventData,TT41.BPM.412349_HF,Acquisition,horPos,"(12,)",12
1045,AwakeEventData,TT41.BPM.412349_HF,Acquisition,posOK,"(0,)",0
1046,AwakeEventData,TT41.BPM.412349_HF,Acquisition,sigma,"(12,)",12
1047,AwakeEventData,TT41.BPM.412349_HF,Acquisition,sigmaAvePos,"(1,)",1
1048,AwakeEventData,TT41.BPM.412349_HF,Acquisition,spsExtraction,(),1
1049,AwakeEventData,TT41.BPM.412349_HF,Acquisition,spsExtractionIndex,"(1,)",1
1050,AwakeEventData,TT41.BPM.412349_HF,Acquisition,verAvePos,"(1,)",1
1051,AwakeEventData,TT41.BPM.412349_HF,Acquisition,verPos,"(12,)",12
1052,AwakeEventData,TT41.BPM.412351,Acquisition,horAvePos,"(1,)",1
1053,AwakeEventData,TT41.BPM.412351,Acquisition,horPos,"(12,)",12
1054,AwakeEventData,TT41.BPM.412351,Acquisition,posOK,"(1,)",1
1055,AwakeEventData,TT41.BPM.412351,Acquisition,sigma,"(12,)",12
1056,AwakeEventData,TT41.BPM.412351,Acquisition,sigmaAvePos,"(1,)",1
1057,AwakeEventData,TT41.BPM.412351,Acquisition,spsExtraction,(),1
1058,AwakeEventData,TT41.BPM.412351,Acquisition,spsExtractionIndex,"(1,)",1
1059,AwakeEventData,TT41.BPM.412351,Acquisition,verAvePos,"(1,)",1
1060,AwakeEventData,TT41.BPM.412351,Acquisition,verPos,"(12,)",12
1061,AwakeEventData,TT41.BPM.412351_HF,Acquisition,horAvePos,"(1,)",1
1062,AwakeEventData,TT41.BPM.412351_HF,Acquisition,horPos,"(12,)",12
1063,AwakeEventData,TT41.BPM.412351_HF,Acquisition,posOK,"(0,)",0
1064,AwakeEventData,TT41.BPM.412351_HF,Acquisition,sigma,"(12,)",12
1065,AwakeEventData,TT41.BPM.412351_HF,Acquisition,sigmaAvePos,"(1,)",1
1066,AwakeEventData,TT41.BPM.412351_HF,Acquisition,spsExtraction,(),1
1067,AwakeEventData,TT41.BPM.412351_HF,Acquisition,spsExtractionIndex,"(1,)",1
1068,AwakeEventData,TT41.BPM.412351_HF,Acquisition,verAvePos,"(1,)",1
1069,AwakeEventData,TT41.BPM.412351_HF,Acquisition,verPos,"(12,)",12
1070,AwakeEventData,TT41.BTV.412350,Acquisition,acqCounter,"(1,)",1
1071,AwakeEventData,TT41.BTV.412350,Acquisition,acqDesc,"(1,)",1
1072,AwakeEventData,TT41.BTV.412350,Acquisition,acqMsg,"(1,)",1
1073,AwakeEventData,TT41.BTV.412350,Acquisition,acqState,"(1,)",1
1074,AwakeEventData,TT41.BTV.412350,Acquisition,acqTime,"(1,)",1
1075,AwakeEventData,TT41.BTV.412350,Acquisition,acqTimeInCycle,"(1,)",1
1076,AwakeEventData,TT41.BTV.412350,Acquisition,amplitudeSet1,"(1,)",1
1077,AwakeEventData,TT41.BTV.412350,Acquisition,amplitudeSet2,"(1,)",1
1078,AwakeEventData,TT41.BTV.412350,Acquisition,beamID,"(1,)",1
1079,AwakeEventData,TT41.BTV.412350,Acquisition,cameraOffset,"(1,)",1
1080,AwakeEventData,TT41.BTV.412350,Acquisition,cameraOffset_max,"(1,)",1
1081,AwakeEventData,TT41.BTV.412350,Acquisition,cameraOffset_min,"(1,)",1
1082,AwakeEventData,TT41.BTV.412350,Acquisition,cameraSwitch,"(1,)",1
1083,AwakeEventData,TT41.BTV.412350,Acquisition,cameraZoom,"(1,)",1
1084,AwakeEventData,TT41.BTV.412350,Acquisition,cycleTime,"(1,)",1
1085,AwakeEventData,TT41.BTV.412350,Acquisition,descSet1,"(1,)",1
1086,AwakeEventData,TT41.BTV.412350,Acquisition,descSet2,"(1,)",1
1087,AwakeEventData,TT41.BTV.412350,Acquisition,deviceName,"(1,)",1
1088,AwakeEventData,TT41.BTV.412350,Acquisition,filterSelect,"(1,)",1
1089,AwakeEventData,TT41.BTV.412350,Acquisition,filterSelectStr,"(4,)",4
1090,AwakeEventData,TT41.BTV.412350,Acquisition,filterSelect_max,"(1,)",1
1091,AwakeEventData,TT41.BTV.412350,Acquisition,filterSelect_min,"(1,)",1
1092,AwakeEventData,TT41.BTV.412350,Acquisition,firstLamp,"(1,)",1
1093,AwakeEventData,TT41.BTV.412350,Acquisition,firstLamp_max,"(1,)",1
1094,AwakeEventData,TT41.BTV.412350,Acquisition,firstLamp_min,"(1,)",1
1095,AwakeEventData,TT41.BTV.412350,Acquisition,leftBottomReference,"(2,)",2
1096,AwakeEventData,TT41.BTV.412350,Acquisition,leftTopReference,"(2,)",2
1097,AwakeEventData,TT41.BTV.412350,Acquisition,mire,"(1,)",1
1098,AwakeEventData,TT41.BTV.412350,Acquisition,nbAcq,"(1,)",1
1099,AwakeEventData,TT41.BTV.412350,Acquisition,nbDataSets,"(1,)",1
1100,AwakeEventData,TT41.BTV.412350,Acquisition,nbGates,"(1,)",1
1101,AwakeEventData,TT41.BTV.412350,Acquisition,nbPtsPerProjInSet1,"(1,)",1
1102,AwakeEventData,TT41.BTV.412350,Acquisition,nbPtsPerProjInSet2,"(1,)",1
1103,AwakeEventData,TT41.BTV.412350,Acquisition,observables,"(1,)",1
1104,AwakeEventData,TT41.BTV.412350,Acquisition,offsetCalSet1,"(4,)",4
1105,AwakeEventData,TT41.BTV.412350,Acquisition,offsetCalSet2,"(4,)",4
1106,AwakeEventData,TT41.BTV.412350,Acquisition,offsetSet1,"(1, 1)",1
1107,AwakeEventData,TT41.BTV.412350,Acquisition,offsetSet2,"(1, 1)",1
1108,AwakeEventData,TT41.BTV.412350,Acquisition,pixelCalSet1,"(4,)",4
1109,AwakeEventData,TT41.BTV.412350,Acquisition,pixelCalSet2,"(4,)",4
1110,AwakeEventData,TT41.BTV.412350,Acquisition,planeSet1,"(1,)",1
1111,AwakeEventData,TT41.BTV.412350,Acquisition,planeSet2,"(1,)",1
1112,AwakeEventData,TT41.BTV.412350,Acquisition,positionSet1,"(1,)",1
1113,AwakeEventData,TT41.BTV.412350,Acquisition,positionSet2,"(1,)",1
1114,AwakeEventData,TT41.BTV.412350,Acquisition,projDataSet1,"(1, 400)",400
1115,AwakeEventData,TT41.BTV.412350,Acquisition,projDataSet2,"(1, 300)",300
1116,AwakeEventData,TT41.BTV.412350,Acquisition,projPositionSet1,"(1, 400)",400
1117,AwakeEventData,TT41.BTV.412350,Acquisition,projPositionSet2,"(1, 300)",300
1118,AwakeEventData,TT41.BTV.412350,Acquisition,propType,"(1,)",1
1119,AwakeEventData,TT41.BTV.412350,Acquisition,rightBottomReference,"(2,)",2
1120,AwakeEventData,TT41.BTV.412350,Acquisition,rightTopReference,"(2,)",2
1121,AwakeEventData,TT41.BTV.412350,Acquisition,saturationThreshold,"(1,)",1
1122,AwakeEventData,TT41.BTV.412350,Acquisition,screenSelect,"(1,)",1
1123,AwakeEventData,TT41.BTV.412350,Acquisition,screenSelectStr,"(4,)",4
1124,AwakeEventData,TT41.BTV.412350,Acquisition,screenSelect_max,"(1,)",1
1125,AwakeEventData,TT41.BTV.412350,Acquisition,screenSelect_min,"(1,)",1
1126,AwakeEventData,TT41.BTV.412350,Acquisition,secondLamp,"(1,)",1
1127,AwakeEventData,TT41.BTV.412350,Acquisition,secondLamp_max,"(1,)",1
1128,AwakeEventData,TT41.BTV.412350,Acquisition,secondLamp_min,"(1,)",1
1129,AwakeEventData,TT41.BTV.412350,Acquisition,sigmaSet1,"(1,)",1
1130,AwakeEventData,TT41.BTV.412350,Acquisition,sigmaSet2,"(1,)",1
1131,AwakeEventData,TT41.BTV.412350,Acquisition,superCycleNb,"(1,)",1
1132,AwakeEventData,TT41.BTV.412350,Acquisition,tgSet1,"(1, 1)",1
1133,AwakeEventData,TT41.BTV.412350,Acquisition,tgSet2,"(1, 1)",1
1134,AwakeEventData,TT41.BTV.412350,Acquisition,userImageSelection,"(1,)",1
1135,AwakeEventData,TT41.BTV.412350,Acquisition,userImageSelectionNumber,"(1,)",1
1136,AwakeEventData,TT41.BTV.412350,Acquisition,videoGain,"(1,)",1
1137,AwakeEventData,TT41.BTV.412350,Image,acqCounter,"(1,)",1
1138,AwakeEventData,TT41.BTV.412350,Image,acqDesc,"(1,)",1
1139,AwakeEventData,TT41.BTV.412350,Image,acqMsg,"(1,)",1
1140,AwakeEventData,TT41.BTV.412350,Image,acqState,"(1,)",1
1141,AwakeEventData,TT41.BTV.412350,Image,acqTime,"(1,)",1
1142,AwakeEventData,TT41.BTV.412350,Image,acqTimeInCycle,"(1,)",1
1143,AwakeEventData,TT41.BTV.412350,Image,amplitudeSet1,"(1,)",1
1144,AwakeEventData,TT41.BTV.412350,Image,amplitudeSet2,"(1,)",1
1145,AwakeEventData,TT41.BTV.412350,Image,beamID,"(1,)",1
1146,AwakeEventData,TT41.BTV.412350,Image,cameraOffset,"(1,)",1
1147,AwakeEventData,TT41.BTV.412350,Image,cameraOffset_max,"(1,)",1
1148,AwakeEventData,TT41.BTV.412350,Image,cameraOffset_min,"(1,)",1
1149,AwakeEventData,TT41.BTV.412350,Image,cameraSwitch,"(1,)",1
1150,AwakeEventData,TT41.BTV.412350,Image,cameraZoom,"(1,)",1
1151,AwakeEventData,TT41.BTV.412350,Image,cycleTime,"(1,)",1
1152,AwakeEventData,TT41.BTV.412350,Image,descSet1,"(1,)",1
1153,AwakeEventData,TT41.BTV.412350,Image,descSet2,"(1,)",1
1154,AwakeEventData,TT41.BTV.412350,Image,deviceName,"(1,)",1
1155,AwakeEventData,TT41.BTV.412350,Image,filterSelect,"(1,)",1
1156,AwakeEventData,TT41.BTV.412350,Image,filterSelectStr,"(4,)",4
1157,AwakeEventData,TT41.BTV.412350,Image,filterSelect_max,"(1,)",1
1158,AwakeEventData,TT41.BTV.412350,Image,filterSelect_min,"(1,)",1
1159,AwakeEventData,TT41.BTV.412350,Image,firstLamp,"(1,)",1
1160,AwakeEventData,TT41.BTV.412350,Image,firstLamp_max,"(1,)",1
1161,AwakeEventData,TT41.BTV.412350,Image,firstLamp_min,"(1,)",1
1162,AwakeEventData,TT41.BTV.412350,Image,imagePositionSet1,"(1, 400)",400
1163,AwakeEventData,TT41.BTV.412350,Image,imagePositionSet1_unit,"(1,)",1
1164,AwakeEventData,TT41.BTV.412350,Image,imagePositionSet2,"(1, 300)",300
1165,AwakeEventData,TT41.BTV.412350,Image,imagePositionSet2_unit,"(1,)",1
1166,AwakeEventData,TT41.BTV.412350,Image,imageSet,"(1, 120000)",120000
1167,AwakeEventData,TT41.BTV.412350,Image,leftBottomReference,"(2,)",2
1168,AwakeEventData,TT41.BTV.412350,Image,leftTopReference,"(2,)",2
1169,AwakeEventData,TT41.BTV.412350,Image,mire,"(1,)",1
1170,AwakeEventData,TT41.BTV.412350,Image,nbAcq,"(1,)",1
1171,AwakeEventData,TT41.BTV.412350,Image,nbDataSets,"(1,)",1
1172,AwakeEventData,TT41.BTV.412350,Image,nbImages,"(1,)",1
1173,AwakeEventData,TT41.BTV.412350,Image,nbPtsInSet1,"(1,)",1
1174,AwakeEventData,TT41.BTV.412350,Image,nbPtsInSet2,"(1,)",1
1175,AwakeEventData,TT41.BTV.412350,Image,observables,"(1,)",1
1176,AwakeEventData,TT41.BTV.412350,Image,offsetCalSet1,"(4,)",4
1177,AwakeEventData,TT41.BTV.412350,Image,offsetCalSet2,"(4,)",4
1178,AwakeEventData,TT41.BTV.412350,Image,pixelCalSet1,"(4,)",4
1179,AwakeEventData,TT41.BTV.412350,Image,pixelCalSet2,"(4,)",4
1180,AwakeEventData,TT41.BTV.412350,Image,planeSet1,"(1,)",1
1181,AwakeEventData,TT41.BTV.412350,Image,planeSet2,"(1,)",1
1182,AwakeEventData,TT41.BTV.412350,Image,positionSet1,"(1,)",1
1183,AwakeEventData,TT41.BTV.412350,Image,positionSet2,"(1,)",1
1184,AwakeEventData,TT41.BTV.412350,Image,propType,"(1,)",1
1185,AwakeEventData,TT41.BTV.412350,Image,rightBottomReference,"(2,)",2
1186,AwakeEventData,TT41.BTV.412350,Image,rightTopReference,"(2,)",2
1187,AwakeEventData,TT41.BTV.412350,Image,saturationThreshold,"(1,)",1
1188,AwakeEventData,TT41.BTV.412350,Image,screenSelect,"(1,)",1
1189,AwakeEventData,TT41.BTV.412350,Image,screenSelectStr,"(4,)",4
1190,AwakeEventData,TT41.BTV.412350,Image,screenSelect_max,"(1,)",1
1191,AwakeEventData,TT41.BTV.412350,Image,screenSelect_min,"(1,)",1
1192,AwakeEventData,TT41.BTV.412350,Image,secondLamp,"(1,)",1
1193,AwakeEventData,TT41.BTV.412350,Image,secondLamp_max,"(1,)",1
1194,AwakeEventData,TT41.BTV.412350,Image,secondLamp_min,"(1,)",1
1195,AwakeEventData,TT41.BTV.412350,Image,sigmaSet1,"(1,)",1
1196,AwakeEventData,TT41.BTV.412350,Image,sigmaSet2,"(1,)",1
1197,AwakeEventData,TT41.BTV.412350,Image,superCycleNb,"(1,)",1
1198,AwakeEventData,TT41.BTV.412350,Image,userImageSelection,"(1,)",1
1199,AwakeEventData,TT41.BTV.412350,Image,userImageSelectionNumber,"(1,)",1
1200,AwakeEventData,TT41.BTV.412350,Image,videoGain,"(1,)",1
1201,AwakeEventData,TT41.BTV.412350.STREAK,,StreakImage,(),1
1202,AwakeEventData,TT41.BTV.412353,Acquisition,acqCounter,"(1,)",1
1203,AwakeEventData,TT41.BTV.412353,Acquisition,acqDesc,"(1,)",1
1204,AwakeEventData,TT41.BTV.412353,Acquisition,acqMsg,"(1,)",1
